mention,start,end,label,tool,source_text_id,sentence,full_text,application_context
Earth,29,34,LOC,spacy,W4403800381,The coupled evolution of the Earth's atmosphere–biosphere system through time has caused irreversible changes in the geodynamics as well as surface processes and sedimentation patterns.,"The coupled evolution of the Earth's atmosphere–biosphere system through time has caused irreversible changes in the geodynamics as well as surface processes and sedimentation patterns. One such significant change took place in sedimentation in the Palaeozoic (i.e., Silurian) by the appearance of vascular vegetation. While the impact of evolving vegetation on the terrestrial fluvial environment has been relatively well documented, vegetation‐induced effects down the system in marginal or nearshore marine settings have undergone little study. The Meso‐ to Neoproterozoic Rautgara Formation exposed in the Himalayan Orogenic Belt of NW India, offers a chance to study a well‐preserved fluvial–marine transition to nearshore sedimentation before the appearance of vascular vegetation. A detailed sedimentological analysis identifies six genetically linked facies associations (FA) probably deposited in barrier, back‐barrier, and subtidal deltaic environments. Contrary to the other transgressive barrier models (where beach‐barrier overlie the back barrier environments), in the present case, wave‐dominated barrier deposits mostly occupy the basal part of the stratigraphy. In the middle stratigraphic level, back‐barrier deposits lack thick mud flats and show a dominance of sandstone over mudstone. Stacked subtidal sand bar facies association represents the top part of the sequence. Two sequence stratigraphic surfaces, that is, subaerial unconformity and maximum flooding surface, have been identified and the whole succession is interpreted in terms of HST and TST. Barrier and back‐barrier sediments are deposited during HST and TST, respectively. Subtidal deltaic system developed in late TST. The lack of frequent interbedding between the barrier and back‐barrier facies indicates negligible landward migration of the barrier and demonstrates system stability. The barrier system might have resulted from vertical aggradations akin to modern vegetated systems. The study portrays that sandy barrier systems are common in the Proterozoic. Vegetation and thick mud flats are not always essential for the stability of a barrier‐beach system.",Geological formations and processes
Sacramento,547,557,GPE,spacy,W4391317197,"This study investigated these questions using a combination of ensemble simulation, nonparametric tests, and variance decomposition, which were demonstrated for a case study of the Sacramento–San Joaquin River Basin, California.","Dynamic planning of water infrastructure requires identifying signals for adaptation, including measures of system performance linked to vulnerabilities. However, it remains a challenge to detect projected changes in performance outside the envelope of natural variability, and to identify whether such detections can be attributed to one or more uncertain drivers. This study investigated these questions using a combination of ensemble simulation, nonparametric tests, and variance decomposition, which were demonstrated for a case study of the Sacramento–San Joaquin River Basin, California. We trained a logistic regression classifier to predict future detections given observed trends in performance over time. The scenario ensemble includes coupled climate and land-use change through the end of the century, evaluated using a multireservoir simulation model to determine changes in water supply reliability and flooding metrics relative to the historical period (1951–2000). The results show that the reliability metric is far more likely to exhibit a significant change within the century, with the most severe scenarios tending to be detected earlier, reflecting long-term trends. Changes in flooding often are not detected due to natural variability despite severe events in some scenarios. We found that the variance in detection times is attributable largely to the choice of climate model, and also to the emissions scenario and its interaction with the choice of climate model. Finally, in the prediction model for both cases, reliability and flooding, the model learns to associate more-recent observations of system performance with nonstationarity detection. These findings underscore the importance of differentiating between long-term change and natural variability in identifying signals for adaptation.",Reservoir Engineering and Simulation Methods
San Joaquin,558,569,GPE,spacy,W4391317197,"This study investigated these questions using a combination of ensemble simulation, nonparametric tests, and variance decomposition, which were demonstrated for a case study of the Sacramento–San Joaquin River Basin, California.","Dynamic planning of water infrastructure requires identifying signals for adaptation, including measures of system performance linked to vulnerabilities. However, it remains a challenge to detect projected changes in performance outside the envelope of natural variability, and to identify whether such detections can be attributed to one or more uncertain drivers. This study investigated these questions using a combination of ensemble simulation, nonparametric tests, and variance decomposition, which were demonstrated for a case study of the Sacramento–San Joaquin River Basin, California. We trained a logistic regression classifier to predict future detections given observed trends in performance over time. The scenario ensemble includes coupled climate and land-use change through the end of the century, evaluated using a multireservoir simulation model to determine changes in water supply reliability and flooding metrics relative to the historical period (1951–2000). The results show that the reliability metric is far more likely to exhibit a significant change within the century, with the most severe scenarios tending to be detected earlier, reflecting long-term trends. Changes in flooding often are not detected due to natural variability despite severe events in some scenarios. We found that the variance in detection times is attributable largely to the choice of climate model, and also to the emissions scenario and its interaction with the choice of climate model. Finally, in the prediction model for both cases, reliability and flooding, the model learns to associate more-recent observations of system performance with nonstationarity detection. These findings underscore the importance of differentiating between long-term change and natural variability in identifying signals for adaptation.",Reservoir Engineering and Simulation Methods
California,583,593,GPE,spacy,W4391317197,"This study investigated these questions using a combination of ensemble simulation, nonparametric tests, and variance decomposition, which were demonstrated for a case study of the Sacramento–San Joaquin River Basin, California.","Dynamic planning of water infrastructure requires identifying signals for adaptation, including measures of system performance linked to vulnerabilities. However, it remains a challenge to detect projected changes in performance outside the envelope of natural variability, and to identify whether such detections can be attributed to one or more uncertain drivers. This study investigated these questions using a combination of ensemble simulation, nonparametric tests, and variance decomposition, which were demonstrated for a case study of the Sacramento–San Joaquin River Basin, California. We trained a logistic regression classifier to predict future detections given observed trends in performance over time. The scenario ensemble includes coupled climate and land-use change through the end of the century, evaluated using a multireservoir simulation model to determine changes in water supply reliability and flooding metrics relative to the historical period (1951–2000). The results show that the reliability metric is far more likely to exhibit a significant change within the century, with the most severe scenarios tending to be detected earlier, reflecting long-term trends. Changes in flooding often are not detected due to natural variability despite severe events in some scenarios. We found that the variance in detection times is attributable largely to the choice of climate model, and also to the emissions scenario and its interaction with the choice of climate model. Finally, in the prediction model for both cases, reliability and flooding, the model learns to associate more-recent observations of system performance with nonstationarity detection. These findings underscore the importance of differentiating between long-term change and natural variability in identifying signals for adaptation.",Reservoir Engineering and Simulation Methods
the Northern Hemisphere,535,558,LOC,spacy,W4402599576,"We identified seven types of natural temporary wetlands to be emulated in wetland construction and their restoration in the Northern Hemisphere, with hydroperiod lengths ranging from less than one month in ephemeral ponds to multi-year floods.","Temporary wetlands have mostly been disregarded in freshwater habitat regulation (with noticeable exceptions such as turloughs) leading to their global degradation despite their high value in terms of diverse ecosystem services. Wetland creation may be used to mitigate this habitat loss. In this review, we compiled information on the ecological features of temporary wetlands based on 45 scientific publications. We identified seven types of natural temporary wetlands to be emulated in wetland construction and their restoration in the Northern Hemisphere, with hydroperiod lengths ranging from less than one month in ephemeral ponds to multi-year floods. We highlight the biodiversity associated with various hydroperiods, and show that different organisms use different temporary wetland types. We give examples of how temporary wetland creation has been used for biodiversity enhancement and list characteristics of created temporary wetlands. Colonization of the newly created temporary wetlands by aquatic macroinvertebrates and amphibians was rapid, but species compositions differed from reference sites. Finally, we provide management recommendations for creating temporary wetlands to support high biodiversity. We highlight the importance of hydroperiod management, creating banks with gradual slopes, enhancing macrophyte vegetation and fish absence to promote biodiversity in created temporary wetlands. Monitoring and ongoing management practices are discussed as tools for ensuring management targets in the long term. For example, performing partial or full drawdowns at temporary wetlands with long multi-year hydroperiods are discussed. On the landscape level, we recommend planning a network of well-connected heterogeneous wetlands with different hydroperiods to enhance colonization and dispersal, and thereby biodiversity.",Peatlands and Wetlands Ecology
the Cadarache Area,103,121,LOC,spacy,W4399480775,"The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France).","The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France). Based on burial dating by in situ produced cosmogenic nuclides ( 10 Be, 26 Al and 21 Ne), and paleomagnetic analyses, a Tortonian age was determined for the sedimentary succession exhibited in the core. In addition, thin sections, grain size analyses and quartz morphoscopy were used to characterize a shallow marine environment and to correlate the sediment core to the surrounding exposed sections. When comparing the studied sedimentary record to global sea level estimates, we establish that the local Tortonian transgression was not synchronous with the global scale sea level high-stand, but happened more likely later, during a global regressive trend. The timing of the Tortonian flooding in Upper Provence was therefore most probably driven by regional tectonic forcing. Finally, the Tortonian shallow marine sediments are topped by lacustrine tight carbonates. These carbonates protect the marine sediments from the following major erosional events resulting from the Messinian sea level drop and from interglacial-glacial fluctuations that both yielded to the present-day valley topography.",Geology and Paleoclimatology Research
South East,139,149,LOC,spacy,W4399480775,"The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France).","The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France). Based on burial dating by in situ produced cosmogenic nuclides ( 10 Be, 26 Al and 21 Ne), and paleomagnetic analyses, a Tortonian age was determined for the sedimentary succession exhibited in the core. In addition, thin sections, grain size analyses and quartz morphoscopy were used to characterize a shallow marine environment and to correlate the sediment core to the surrounding exposed sections. When comparing the studied sedimentary record to global sea level estimates, we establish that the local Tortonian transgression was not synchronous with the global scale sea level high-stand, but happened more likely later, during a global regressive trend. The timing of the Tortonian flooding in Upper Provence was therefore most probably driven by regional tectonic forcing. Finally, the Tortonian shallow marine sediments are topped by lacustrine tight carbonates. These carbonates protect the marine sediments from the following major erosional events resulting from the Messinian sea level drop and from interglacial-glacial fluctuations that both yielded to the present-day valley topography.",Geology and Paleoclimatology Research
France,150,156,GPE,spacy,W4399480775,"The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France).","The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France). Based on burial dating by in situ produced cosmogenic nuclides ( 10 Be, 26 Al and 21 Ne), and paleomagnetic analyses, a Tortonian age was determined for the sedimentary succession exhibited in the core. In addition, thin sections, grain size analyses and quartz morphoscopy were used to characterize a shallow marine environment and to correlate the sediment core to the surrounding exposed sections. When comparing the studied sedimentary record to global sea level estimates, we establish that the local Tortonian transgression was not synchronous with the global scale sea level high-stand, but happened more likely later, during a global regressive trend. The timing of the Tortonian flooding in Upper Provence was therefore most probably driven by regional tectonic forcing. Finally, the Tortonian shallow marine sediments are topped by lacustrine tight carbonates. These carbonates protect the marine sediments from the following major erosional events resulting from the Messinian sea level drop and from interglacial-glacial fluctuations that both yielded to the present-day valley topography.",Geology and Paleoclimatology Research
Upper Provence,859,873,FAC,spacy,W4399480775,The timing of the Tortonian flooding in Upper Provence was therefore most probably driven by regional tectonic forcing.,"The present study aims dating the topmost 50 m of a 115 m-long core retrieved from a valley located in the Cadarache Area (Upper Provence, South East France). Based on burial dating by in situ produced cosmogenic nuclides ( 10 Be, 26 Al and 21 Ne), and paleomagnetic analyses, a Tortonian age was determined for the sedimentary succession exhibited in the core. In addition, thin sections, grain size analyses and quartz morphoscopy were used to characterize a shallow marine environment and to correlate the sediment core to the surrounding exposed sections. When comparing the studied sedimentary record to global sea level estimates, we establish that the local Tortonian transgression was not synchronous with the global scale sea level high-stand, but happened more likely later, during a global regressive trend. The timing of the Tortonian flooding in Upper Provence was therefore most probably driven by regional tectonic forcing. Finally, the Tortonian shallow marine sediments are topped by lacustrine tight carbonates. These carbonates protect the marine sediments from the following major erosional events resulting from the Messinian sea level drop and from interglacial-glacial fluctuations that both yielded to the present-day valley topography.",Geology and Paleoclimatology Research
the Rhône Valley,45,61,LOC,spacy,W4391993108,"The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists.","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
the Rhône Valley,223,239,LOC,spacy,W4391993108,"Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters.","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
Mediterranean,265,278,LOC,spacy,W4391993108,"Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters.","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
the Strait of Gibraltar,401,424,LOC,spacy,W4391993108,"Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters.","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
the Mediterranean Basin,445,468,LOC,spacy,W4391993108,"Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters.","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
Atlantic,476,484,LOC,spacy,W4391993108,"Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters.","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
Rhône Valley,551,563,LOC,spacy,W4391993108,"At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north?","The Pliocene ria, a narrow seaway running up the Rhône Valley, has been mapped for a while by field geologists. Only much later, after the DSDP Leg 13 in 1970, a consensus was reached that this unique geological feature of the Rhône Valley was created by the major Mediterranean sea-level drop associated with the Messinian Salinity Crisis, followed by a sudden sea-level rise caused by the breach of the Strait of Gibraltar and the invasion of the Mediterranean Basin by the Atlantic waters. At the regional level of the Lyon Metropolis in the upper Rhône Valley, main issues were however remaining about the course and depth of the Messinian valley, and about the valley fill, namely where and how do the Pliocene marine strata of the Rhône Valley pass to the continental deposits of the Bresse Basin to the north? These are key-questions in that the Plio-Pleistocene makes up a large fraction of the basement that holds up a large city, not free from potential geological hazards and subject to problems of groundwater management, high-cost tunneling projects, etc. Our survey reviews first the historical researches − descriptions of the outcrops and fossil assemblages. It is followed by an unprecedented analysis and correlation of a thousand boreholes, which makes it possible to physically link and reconcile ancient local observations. Sections across the Messinian valley reveal a proper canyon morphology for the segments that cut the crystalline basement. The magnitude of the incision has been calculated as 335 m to a minimum, three hundred kilometers away from the river mouth. Three major depositional systems are distinguished for the Pliocene − Lower Pleistocene succession. The valley that initially ran much farther north of Lyon was occupied in the Zanclean by a series of pounded lakes, dammed by transverse local alluvial fans, filled by minor Gilbert-type deltas, and repeatedly flooded by marine ingressions. The valley wings were then encroached during the Piacenzian by a major, Alps-rooted alluvial sheet. At the level of Lyon, the fluvial deposits were deflected to the north ( Sables de Trévoux ) and to the south ( Alluvions jaunes ) as a dichotomy. The succession was then capped by a gravel-dominated fluvio-glacial fan ( Alluvions jaunes sommitales) at the Plio-Pleistocene transition. It spread out from the north-east to the south, and intersected the previous valley overfill due to the shift to the north, i.e., South Jura, of the feeder stream. The depositional and current elevations of the marine-influenced episodes, i.e. marker bands that punctuate the regional Neogene succession, are used to bring out successive uplift and subsidence phases of the region. Finally, we tentatively link the major shifts in the depositional patterns of the Late Neogene succession in the Lyon area to major changes in the thrust belt activity, exhumation story, and outset of glaciers in the western Alps.",Geological and Geophysical Studies Worldwide
